10001d9a,mDiffusion0HorizontalDegree
4a87e41d,mParamName
4a881171,mIsStampBig
4a90d993,mLookPosOffset
4a930d74,mSniperCameraPlayerInvisibleChargeRate
4a9ace9b,mPaintOverPreventionDistance
4aa04ce,mHalfScale
4aa550d1,mUsePlayerAimForBetrayDirDistance
4aa6c491,mIsSink
4aaa691e,mRotHeadBias
4aad7e3a,mCloudFlowDir
4ab9cecc,mFirstGroupBaseSpeedComeUnderRate
4ac8adde,mHide_EscapeBomb_Speed
4aca365a,mSplash_D_WallDropPaintTarget2AlphaRate
4ad7e30b,PolygonalLightParam
4af49aa2,head_root
4afd2c5e,mMaxSpeedByRollerCore
4aff447d,ComeOn_Chrg
4b10999b,mPillarEndOffsetZ
4b13b105,mBombPattern[5]
4b1632cb,Hair4_L_0005
4b2bb8fc,mDynamicsSphereParams[10]
4b37f4a7,mCharge_FrameTo3
4b41e3cf,mInitVel
4b48542f,mRepaintAnimReserveFrm
4b5b21e3,Wait_Making00_St
4b5e08ab,mFlyingHoheiMissileLaunchOffset
4b5e9d33,mCollisionPlayerExpansioningFrame
4b658f2c,ChainStretchLong
4b691558,Escape
4b69e638,mBombShotIntervalFrame
4b6a85f7,mSurprisedMessageBuffer[7]
4b6f4b8d,mSphereScaleStartDist
4b7060f2,mUmbrellaPlayerKnockback
4b72ee9d,Hair4_R_0200
4b745293,mThirdGroupAfterBulletBoundPaintRadiusOffset
4b74818,mFaraway_Rot
4b754d17,mWaitFrameOnOpeneForCentral
4b815270,mPunchPattern[27]
4b81f4cb,OpInk_JumpGnd_Msn
4b86e37b,mBurst_Radius_Far_Ch2
4b94b30a,mThirdGroupBulletSecondAfterPaintFarR
4b94d2e7,mModelUpRotateAxisVelDegree
4b966816,mSideStepSlideMoveDistGnd
4ba45f3e,Wait_Shop_Change_Shs_F
4ba751db,mDamageSwellStopFrame
4bad1e97,mAperture
4bb0856a,Chance_Helmet
4bb2633,mRainDropsAirResist
4bc474ba,AttackSt
4bcb671a,mChargeBulletDamageK
4bd07b66,mSmoothDownSpeed
4bda49bb,mSecondGroupAfterGroundAddSpeedOffset
4bf051b1,mApproachStateTargetHeightAddOneTarget
4bf98873,Attack_Brush00
4bfa884b,mClearTapeEndFrame
4c032c3b,mDamageEffectiveDiffusionNum
4c0c4b7,mPunchPattern[20]
4c1107c6,mBoundPaintDamageRateMax
4c19007e,SceneBgmMissionParams
4c2b5b38,mTwoColorCompMaxIntensity
4c2f69f4,mMoveLength
4c3e3771,mTotemUnbalanceVel
4c4fd24c,mStateParamsBuffer[1]
4c61be92,mStrategySetTable_Lv1[0]
4c6608de,Sqd_Jet_Ed
4c6a8be5,mEnemyAppearInterval1stHalf
4c71595,BombThrow_VelZ
4c76fb20,mBoostStepCoolDown
4c7bd03f,mAnim_RespawnMdLength
4c7cb6ee,mDropSplashOffset
4c839369,back4_0004
4c9b4a4,mSplash_A_InitAddDegXBase
4c9df632,mSplash_B_FirstAroundAroundCollisionRadius
4c9e22e6,mMsgAfterRefresh2Sec
4ca44d24,mMoveSpeedChaseApproach
4ca56b3d,mIntroFirstWait
4cb8dadd,Sqd_Jump_Ed
4cb9c6f2,mInkRimIntensityOffset
4cbe6f21,mLevelBuffer[4]
4cbfe2de,mPaintGauge_ShotDir_RevBias
4cc3ba16,mColRadius_Enemy
4cc78e52,mSpout_RotateMaxSpeedDegree_Third
4ce52193,mChargeFrame
4ce99e5,mSteepPaint_UnitInkCapacity
4ced263e,mNearestSplashMaxScaleClamp
4cee8845,Hair2_L
4cef797e,mActionBuffer[8]
4cfa7e85,mPowerRate
4cfd756e,mLightLocalPosOffset
4d016f7f,Player_RivalSquid_BoneOffset
4d060fde,Dance
4d0691ee,mRainAreaHeight
4d0d5ca8,mSecondGroupBurst_KnockBackKb
4d124209,ChanceSt
4d12b86b,mColOffset
4d1bc5a2,mBreadSchedules[0]
4d238627,mShieldReconstructFrame
4d29a038,mShotRandomBiasExceptBulletForGuide
4d40149f,bound
4d465e50,Sunrise
4d473cc5,mGachihokoColRadius
4d61c047,mFadeStartRestFrameForShow
4d67dd72,Hair1
4d6b6ec2,mProudMessageBuffer[8]
4d6f75b7,Hair2_L_0004
4d708098,mCurveBaseSpeedComeOverRate
4d791ff,mJumpGnd_Shooting
4d7ca590,mNewPhysicsType
4d804a3f,WalkDamage_Twins
4d892e1c,mSplashPitH
4d9c29c1,WalkDamage_Glng
4da17e68,mContactDashPanelAddSpeed_SettingOcta_
4dae973f,mSecondGroupBurst_Radius_Near
4ddb9c4,amiiboPose_StandingVss_01_Twns
4de29acc,mDuckers[7]
4de2f25,WaitGrind_Umbrella
4de309ff,mRejectShapeHeight
4deef5ae,mDrawDiffusionRadius
4df0e5ba,mSearchablePlayerParamsHide
4df3a427,m_ParamsArray
4e04fe5f,mGuideSpeedMaxCharge
4e0538f9,mInitRot
4e0a5245,mCylinderBuffer[0]
4e1a8e8b,mSwingAroundEdFrameOnHit
4e35ce2e,mChainNums
4e3a9280,mPaintGauge_ShotDirXZ_RevKf
4e3b5b2f,mZLerpRateInWait
4e40955e,nape1_0201
4e44c789,BurstDamageRt_SubL
4e5112cf,mEnableFishEyeFilter
4e5dde12,mQuickComboAdjustFrame
4e5e3cc9,mFootPrintAnimBuffer[12]
4e61dd60,mBoneDamping
4e6598ee,mDamageStartRotation
4e67575,mRainDropsTotalNum
4e6b4522,mIntervalTime
4e706b2f,front1_0104
4e7a8d75,mScale_Kf
4e81906e,deviceVolume
4e83ca5e,front2_0103
4e8783f3,mVolumeLinkMax
4e8c1fb,amiiboPose_StandingVss_00_BBll
4e8f581a,ControllerUpdaterLocator
4e8fbd75,WaitGrind_Twins
4e9eab06,mBulletKnockbackableParams
4ea18362,mEdgeDistance
4ea34699,mBarrierExpandStartPercent
4eabdf07,Jump_InkArmor00
4eb29eea,mSpecialWeaponName
4ec449e0,mBomb_KnockBackKb
4ecac850,front_0105
4ecadff4,Hair3_R_0200
4ed2f946,mFootPaintRadiusInFloat
4ed700ab,mJumpAttackJumpPosDist
4ed8a2ba,OpInk_VelGnd_ShotK
4ed93339,mGiveUpShotHeightOut
4edaca67,mAvoidOtherPatrollerDist
4ee63fd3,mSplash_B_PositionOffset
4eeeac74,ComeOn_Glng
4eef459d,mFirstGroupBulletPiercePlayer
4ef7f8a4,WalkHold_GHoko
4efbaf23,GearRandom
4f0064f4,mStrategySetTable_Lv3
4f023611,mJetFootTiltCalcHeight
4f030d0a,mActorOffset[2]
4f1095b,mBulletImpact
4f15880d,mIsDefaultMaxCulling
4f16d77c,mPlayerBindLerpRate
4f1b9c3a,mCanopyOpenStartOffset
4f2f03ec,mNoDamageRefreshFrame
4f33a92a,mStaticCapsuleParams[14]
4f451a0a,mBarrierMaxRadius
4f469c16,mHitWallSplashArtificialSpeed
4f4a42f9,mLookAngleDeg
4f4bfdbc,mSpout_SplashVelL_First
4f547363,mLaserOffsetY
4f5ac621,mInsideGateBox
4f5cb019,mFadeInMelodyFrame
4f5e8b1d,Finish
4f5ec808,mRotSpeedAttention
4f6410fa,mSplashParams[0]
4f64c68,mApproachStartBaseSpeedComeOverRate
4f6b3d05,mAirKdY
4f79baa1,mAttackSpeed
4f7a120,mQuickComboReverse
4f7b798a,mCompleteIkuraNum
4f84dc8f,mCanopyDamage
4f9025ff,mSecondGroupBulletFirstCollsionRadiusForPlayer
4f910e1a,mThirdGroupBurst_KnockBackRadius
4f9b19eb,mPatrolRotAirRes
4f9c9d98,mHeadKnockBack
4fb069a0,Hair1_L_0004
4fb0e67,RunHold_JetPack
4fcb0102,mBulletTorqueInertia
4fcc0d92,mSecondGroupBurst_KnockBackCoreImpact
4fd3cc8b,mNoCharge_Frm
4fdd489c,Nice_Umbrella
4fddaf4,mForwardDist
4fe2e789,mBoundPaintDamageRateMin
4fee6dad,mIgnoreFootPaintTime
4fef23e1,mPillarColLength
4ff0e0b5,mEachGroupAfter_WallDropPaintTarget1Frame
5002f6b8,Wait_Plaza_DanceHigh
5006f15a,mSquaringOffEndDist
500ae0da,mColCheckBackDistance
5015f5e4,AttackLEd
50301f33,FireSpinL
5042087f,mSplash_B_InitSpeedBase
5049f3a5,mFirstGroupBaseSpeedComeOverRate
504d37f3,mMoveRotRollRaioLv4
504f11fa,Hair3_L_0005
50533b27,mJumpSplashParams
50573caa,mSecondGroupBulletAfterDrawRadiusOffset
5058d9af,mCoconutCam_FovY
505bdb55,mHitPlayerDrapPaintRadiusRate
50620996,mRequestPullInkBarFinalCrushMargin
5067d55c,mKeyBuffer[4]
5072f857,mSecondGroupBulletAfterCollsionRadiusForPlayerOffset
507637e4,mDynamicsSphereParams[21]
507a506,mCoreColRadius
507c0531,mBurst_Radius_Near_Ch1
50a7e1a2,mIsClearTalkInTalkFree
50b399fb,mSplash_B_InitSpeedRandomXRateZ
50dcdd68,mPunchPattern[16]
50df873a,mSplash_B_CollsionRadiusForField
50e3a2b6,mChanceNearDistance
50ea1772,Wait_Shop_Twins_Change
50ec997e,mNoPaintRainDropsTotalNum
50f0a357,mStretchFrame
50fb3cd9,mDynamicsParamsBuffer[6]
50ffe54c,mBombDamageNear
51018b1b,mSplash_D_FirstAroundAroundCollisionOffset
5105fd11,Hair4_R
510aab39,legC1
511216c7,Sp_Start_SprMissle
511331c6,mBaseSpeedCoef
511d4bc5,Hair1_L_0002
512348b7,mMoveSpeed
5124d377,mSwingDownHMoveSpeedSink
51314d1e,mSpawnIntervalFrame
5134c0fb,mCoopDamageEffectiveDiffusionNum
51374b6b,High
513f5396,mFrontAppearDistMax
514481ce,mSecondGroupBurst_KnockBackRadius
5145ec3e,mIsHideType
51628066,mMoveFrmL
516a7a27,mSplash_C_CollsionRadiusForField
516c2b,DynamicsSetParams_PlayerHair
5178796f,mLoopAnimName
517f40c,RunHold_Glng
51880dbd,mReversePredictFrame
518b3de2,mSplash_C_OrderNoRandomNum
51bac4b3,mModelScale
51c292eb,WalkHold_JetPack
51c31bea,mBurst_Damage_Far
51d439c1,mTime
51d720ff,mBurstTimingLowSpeed
51e195ad,mEnemyBombDamageNear
51ea03e0,Appear_Y
51ed2bd7,Sp_Start_SprLanding_Ed
5201801d,mSplash_A_CollsionRadiusForField
52077903,ControllerUpdaterRotateCenter
52088044,mBombPattern[4]
523089bd,mDynamicsSphereParams[11]
52337945,mSplashOffsetY
523470fc,mPlayerSideJumpAverageDistanceLR
523b0b0d,mSplash_C_NumDepletion
5244565d,mBreadImpactZ
5248036a,Jump_Grind_Umbrella_Ed
5249328,Nice_BBll
5251a4d1,mLockStartTime_StealthEffect
5253550b,Lose_Chrg_St
5263addf,LastLand
5266ea79,mTailMaxLength
52686d6a,front1_0005
526a720d,mChargeKeepAnytime
526c93d3,mCentralStation_BossAppearancePostFade
5271b4b6,mSurprisedMessageBuffer[6]
527778e1,mArmAnimOffsetFrame
52867e52,mSquaringOffEndFrame
52882c75,mEnemyWeaponsParams
5290992b,mFuwaCycle
52938242,mSideInkBarableParams
529a6331,mPunchPattern[26]
529dc770,mChargeStFrameEquipWing
52a7e2c5,BurstDamageRt_Special
52aa7838,mStandImpactAngle
52ad019d,mFrameEnd
52b3559,mRainDropsGravity
52b74e82,Brush
52b7c076,mChargeFrmH
52bb540e,mMark2_InkBarAttachRadius
52ccb3d9,mFrontAppearDistMin
52d72d3a,mStepSink_RotDegL
52d7a3c3,mNoiseUVScale_Base
52d84256,mKeepPrevLineFStickCancelAngle
52e47817,mRiseFall_PID_Ki_AfterBoost
52ed4650,mTurbunShellDelay
52f075b,mInkChargeFrame
52f23a1a,RecoverFullFrm_Ink
52f3af27,mDefenceObjRadiusMaxFlicker
53120b68,mRollerHitImpactYSwingDownCombo
531d6785,mMoveActionLerpSpeed
532226e9,front1_0104
53241255,SwingDownVertical
532e5ce4,Hair2_L_0004
53304966,SpecialRt_Charge
53342b9e,RunBackHold_BigShot
533f212f,mPlayerKnockBackInFalling
5342997e,ThrowBomb_Twins
5342b80,mDashInitSpeedLv4
5348851c,mSuperMissileTargetPosOffset
5349767,mStageIconOffsetY
5351f4c7,mFirstGroupSideLine
536447fa,mJetFootPaintRadius
53653493,mCollisionSeSilentFrame
53705f39,mSplash_C_InitSpeedOffset
5385bcd1,mBurst_SplashAroundFuzzyRate_Ch2
538972da,mSplash_B_StraightFrame
538c0932,mTextureName
5395a6a1,mSplash_C_Deg
5398b35e,mMostSpeedSplashSplashColRadius
539a696,mMaxStretchSpeed
53a9106e,BombThrow_VelZ
53b9ba58,mEnableExcludeArea
53bb94a4,mUseLv2First
53c10290,mMsgHintNoSlideTimerSec
53c46269,mBarrierRadiusFlickerCycleFrame
53c47932,mMsgOnBubbleCountNum
53ccd120,mFly_AirFrm
53d0ddbc,mStartPlazaTitle_ExposureExp
53d1beb6,mAvoidDir
53d4c796,mContactJumpPanelNrmSaveSpeedRateVS_SettingOcta_
53da8bcc,mReactionForStepFrame
53df3c94,mRollerJumpAttackVerticalRange
53e033bf,ToHumanRespawn
5400f4e3,mBreadSchedules[1]
54054b11,Hair2_R_0005
5409b860,SpecialRt_Restart
54112357,mBulletReactionSideRate
541d0a47,Hair1
542e2261,mFootSplashPaintRadius
543351b9,JumpAttack1
5436b188,mAttackImpact
54494aa8,mHitStopTime
544c7100,mMinChargeFrame
5456653f,mSuccessFrame
545d871,mLifeFrameMax
54705f83,mProudMessageBuffer[9]
5474de3d,mMemo
547701b3,Wait_Plaza_Ikamotion
547ea1a6,mContactJumpPanelAddSpeedOneBoundRate
5484fd63,mIsShieldReconstruct
5489c894,mApproachStateTargetDistanceXZAddLockOn
5499f729,AppearCharger
549d2e0,mScale_AnimMin
54a28777,mAttackPatternInMiddle_Lv2
54b0a431,mVoice04Timing
54b3a58a,mIsForbidDuplicateWaterCutter
54b9d78f,mImpactBulletZ
54c3a3a1,mSecondGroupWallNrmBoundRate
54e7ab31,mMonthlyRewardOffsetScale
54eec126,mSplash_C_WallDropPaintTarget2AlphaEnd
54f05178,mCoopMaxChargeDamage
54f7eeb6,Hair_all_0002
54f9ab8d,mDuckers[6]
550171d1,Rush
5506fda,mWeakColHeightTillGrow
5513087b,mRiseInitialSpeed
551dd15b,Sp_Start_Bubble_Ed
552cbf37,mAttackStartRangeXZ
552f6faf,mIntervalFrameBank
55309e02,mPreDelayFrm_KeepChargePre
55469ee5,mPlayerReflectImpact
5554e30d,mStateParamsBuffer[0]
555522de,mFacePaintClearFrameInAroundPush
55581c09,mDemoDuckingWorld
555b6317,mBurst_KnockBackKb_Ch0
55604c63,mFrontRate
5560ffcf,mEyesight_ViewAngle1
55638974,mSplash_D_CollsionRadiusForField
556b0eaf,mShockWaveRadiusEnd
55789425,mCanopyMoveKnockBackCoreImpact
5581f31c,mGndKdXZ
55844143,mHitCoolDown
5584809e,mBurst_Damage_Far_Rival
5584fb1b,front2_L_0105
558ed7fc,mShape_SphereR
558fe1cf,mDropSplashPaintRadius_MaxCharge
559f00ff,Walk01
559ffe05,mFirstGroupWallNrmBoundRate
55a55e60,mLevelBuffer[5]
55a5c25d,mBindBoneName
55b2c043,TwoShotSpotParams
55b2ec51,mAirBallHangableFirstVel
55b670d7,mBurst_Damage_Near
55b7de77,Attack01
55bb48c0,mEachGroupFirst_WallDropPaintTarget2AlphaEnd
55c61a0e,amiiboPose_Sitting_Photo
55c798b5,Hair4_R
55d55b24,mDamageRadius
55d6d97b,under
55dac03e,nape2_R_0005
55ec809f,mBarrierMaxScale
55ee5706,mHeadRotDegMaxAxisY
55f4483f,mActionBuffer[9]
55fd8b64,mPaintLength
55ff2fc5,mLossLv1Num
5607ca53,mReturnWaitFrame
561487bb,mCrossPaintRadius_A
56166f24,RunLeftAim_Glng
56183c4b,mActorOffset[3]
56194548,Surprised_St
561def96,mKnockbackVelFr
562169c3,DuckerDefenceGoalOctaParams
5628986b,mStaticCapsuleParams[15]
562b50bd,mRotSpeedRadInShot
562ba29d,mMeshYScale
56328b59,mRiseFall_RiseVel
563706e,mWaterCutterChaseDec
563ead02,DrawingFinish
56436bd9,mSplashVelL
564cd6a1,OpInk_Damage_Lmt
56540cf3,mChargeHeight
565b97e6,mChaseFloatHeight
56662a91,mInitVelFullCharge
567f21bb,mSplashParams[1]
567fe3f,mPlayerSideJumpDistanceLR
5683aef,mStRotFrame
569bf1a,mStayShowerKnockBack
569d1e0f,mLifeFrame
569eb1eb,Wait_Shop_BBll
56a86460,mBoundVelYZeroFrame
56aa8aa9,mInkBarAttachRadius
56b384e8,mItemArray
56cf69ff,mChanceEdFrame
56cfae62,mFlySplash_MaxScaleClamp_Ch1
56d38723,mTargetPlayerLockOnSeFrame
56d8eb81,mFrameDown
56dee156,mSpiralSplashGroup
56e44e70,mPanelMoveTimeL
56e9666,mCheckRadiusLR
56f73e9e,mSplash_A_DamageRateOffset
56f8378d,mImpactScaleForEnemy
5704b759,ToHumanStandby_Umbrella
57065eee,mOffset
5710da05,back1_0002
571d5218,mRejectMagShotH
5722b274,mBlurLength
57247cf,mChargeTimeCountRate
572e80e8,side1_R_0001
57310635,TouchIC_Twins
573a3f44,Shoot_Chrg
57450d88,mFootPrintAnimBuffer[13]
574670ce,ThrowHold_BigShot
5754a750,mSplashDamage
5757bf54,ThrowBomb_Nrml
575cfd0a,mSplashAnglePitch
575dd86b,Hair3_R_0005
576dc891,mAttackStTime
576f4e2a,mSquaringOffSpeedSink
57713715,Hair1_R_0002
5779b249,mShotIntervalTarget2
5790cce2,mGroundNrmBoundAddSpeed
57a05e3,Hair4_L_0200
57a937fa,Wait_Plaza_Insert
57bbf0f0,mHoleRadius
57c47dd3,mBodyColCurlingBoundNrmRate
57c602db,mOceanOuterMeshAlphaFadeStart
57ca4e6e,mColOffsetVeryWeak
57cdbb9c,JumpTime_Save
57d5a08b,mCheckWallOffsetY
57d5b3ed,mBoundMinDegToSlopeOnUpHillAndHorizonOnDownHill
57da08da,mMove_BrkGnd
57ef608e,mSplash_A_NumDepletion
57fa3989,mSplash_A_DefaultDeg
580b3fc3,mdamy
5823e570,mNoticeTransitTimingBuffer
58286000,mDispDamage_ScaleFar
5838fc80,mSpiralSplashSpeedMaxDist
5847beb2,mBackStepStAnimRate
584db281,mKnockbackAngleLimit
5861e4e3,Wait_LocalLobby_Bored
58622997,mRoundArray[0]
5864df99,mSplashBulletSpeedB
586a2ac3,mBurst_Damage_Near_Rival
587267a0,mUpdateRateEd
5872edac,mTakopterAndStopcockAppearFrameInRefresh
587a4487,Jump_GHoko00
587e3925,mDamageToPlayerInterval
5884006,mRollerHitImpactYSwingDownShotShot
58865b7a,mSlosherCoolDown
588c362f,mSplash_D_WallDropPaintTarget2FrameMax
58a7ded4,mScale_AnimFrameOffset
58c02967,Level2Main
58ca904b,side3_L_0004
58cb000d,Ready
58cb6f98,mWaitFrame
58d73ed,mCheckKeepOutE
58d90144,mColShapeBoxSizeForWall
58e03c0c,mKeyBuffer[13]
58e3f95a,WalkBackShoot_WtrCtr
58ea1bd,mSlowDownRateInJam
58f5e0ab,mCameraParams
58fb7a52,mInitVelAndBaseSpeedMid
59005420,Xpose_00_Twins
591a2a19,mFootPrintAnimBuffer[8]
59202c43,mVelScale
592715f0,mEnemyExplodeRadius
592c4dfa,mProneCnt_LV2
59305c1,center1_0101
5938ef95,mInkColShapeLength
593a02d3,mPropellerRotSpeed
59430faf,SwingDownShotEd
59431593,Demo_Result_St
5965f10e,mNoBarrierRecoveryFrame
59836d9,amiibo_Disappear_B
5994a90a,mSpinMaxSpeedRPS
5995ecd0,FinalOut
599b884d,mScatterSplashBulletNumInGroup
599e9eff,mBarrierCureAcc
59acf1d5,mPaintGauge_VelGnd_Shooting
59aeb3dd,mMuteki
59af7c15,mInkBarNum
59c3fe1,RecoverFullFrm_Ink
59c750ca,mFlyAwayToSmallPinchFrame
59cd3b32,mSimpleShotSpeed
59cdbe12,Chance
59d225ca,mLengthCommon
59d79a2c,mSquaringOffFrame
59d7a833,mStampPaintFinalRad
59d85e3c,mDamageRateNotRunning
59dc04bd,nape1_0201
59e2bb34,Hair2_R_0200
59e76042,mShotPos
59f47cf5,mIsNavigateChasePlayerInWait
59f53bb1,mCanopyHeight
5a0490ae,mCoreDamage
5a1098ce,mSecondGroupSplashFromSecondToLastOneOccur
5a164683,mSplash_D_WallDropPaintTarget0Alpha
5a1655cc,mUnrelaxFrmNoBomb
5a1c5abd,mUseResCloud
5a1fcb97,mIsInkBarForBakeryKing
5a246d27,Hair1_R_0200
5a262417,mPlayerRejectShapeInDown
5a3f247,mSpiralSplashLifeFrame
5a40ca4d,mSplashDamageInsideOutSideBorderDegree
5a4a1d0b,mRailWaitFrame
5a521639,mForceToKingSquid
5a5a3460,ConsumeRt_Sub_High
5a5e3976,back1_0004
5a6244d4,mHeightOffset
5a645d00,mThirdGroupGroundAddSpeed
5a704dcb,mBombDamageRadiusNear_B
5a7371e7,mHitWait
5a74b427,mFly_GravityDraw
5a79f794,Hair4_R_0005
5a880444,mBombLaunchs[0]
5a88e54d,mFirstGroupBulletSecondAfterPaintFarR
5a9a3a25,mChasePlayer
5abc4ecb,mPopNozzleNum
5abddc3c,Jump_Grind_Chrg_Ed
5abf40db,mSound_BarrierRecallTimes
5acbee82,mPatrolSearchDir
5acf59da,back5_0201
5ad82b1f,mScatterSplashDegreeBias
5ae2009e,mReturnToTrainShape[0]
5aec1df0,OpInk_VelGnd_Shot
5aefafc2,mSwingDownVAngle
5af90de7,mPeriod_SecondHigh
5afc3b5d,mPunchPattern[7]
5afc9b49,mObjectDamageRateMid
5b0e11a3,mWaterFall_DelayTime_Coop
5b13ab4a,ShopChange
5b271499,mActionArea
5b2a3783,mInitialIkuraNum
5b303fcc,headband
5b36623f,mDaibutsu1FadeTime
5b3ba1c2,mBodyRotSpeedDegPerSec
5b4204ac,mDemoStartBox
5b4d2ad5,mIsDroppable
5b4e8028,mRotateFreq0
5b58a4b4,mDuckingParams0
5b5ca1ba,under
5b682b1c,headphoneA
5b694141,mKColMaxThickVersusPlayer
5b6aa7cf,mBackStepSpeedY
5b7dadec,mEscapeSearchSpeed
5b7fd660,mSplash_D_WallDropPaintTarget2FrameMin
5b8672d7,mMoveSpeedJump
5b873aa9,mAreaPatternSize
5b88f61a,mDamageBigAnimFrame
5b8bbdc4,ThrowHold_Curling
5b8c4fdb,mGenerateFrame
5b9264c3,side2_R_0004
5ba493ef,mCameraAlphaMin
5baad7c4,mLockStartTime_ByChargeGuide
5bae3a4e,mRiseFall_PID_Kd_AfterBoost
5bb2c5f5,mMostSpeedSplashCreateSplashNum
5bbcc844,mFrameSpawnInterval
5bd75cf7,mCoopSecondGroupBulletFirstDamageMinValue
5bd8b18d,mChargeSpeedSink
5bdc7a14,mTakoyakiTargetAroundPatterns[1]
5bf4eb6f,mNoDamageRunningDurationFrame
5bfd8d27,mFrameWaitDestroy
5bfd8d4,mCancelLaunchDistToPlayer
5c04f202,mLandSplashVel
5c09f1ce,mUnbindOffsetZ
5c0d81f8,BreadIn
5c17d7c4,mRigidBodyOffset
5c1c8145,mNearDist
5c2902ad,mPillarHeight_FailFar
5c2d32b4,mAtXZ
5c30d105,back2_0004
5c44407c,mDynamicsSphereParams[6]
5c4ac6f0,mMaxDeg
5c4d3403,Wait_Shop_Change_Hed_F
5c4e8ff8,Close_Umbrella
5c50f6c4,arm3_L
5c527e3d,mLossLv1CycleFrm
5c5a5c5e,SenpainCannon
5c675c97,mBombDamage_FullCharge
5c6fcdec,CoopLevelsConfig
5c833da,PlazaWaitSearch
5c92a5ec,mBurst_SplashVelL_FullCharge
5c9e73e,BurstDamageRt_Special
5caeb003,mBombThrowPos
5caf5366,mRejectMagSquidL
5cc72e9c,mPaintCheckHeight
5cdcf99f,mPitchRotRate
5ce50c88,Hair1_L_0003
5cef5d3f,mEyeUvDirectableParams
5cef865f,mFlyCountMax_Neutral
5cf93dd5,mClearFieldPaint
5cfb3999,mBombDamage_MaxCharge
5d073ba1,mPage
5d13f4a,mSniperCameraMoveEndChargeRate
5d19d73a,mCameraBuffer[2]
5d2ddb0b,mAreaParams[4]
5d3c748c,mSphereSplashDropOn
5d3e6588,Patrol_B
5d4203bf,mLastBoss_DbgSkipTime
5d465c44,mMinDeg
5d488dae,mEscapeBomb_Speed
5d54a64,mFirstGroupBulletAfterDrawRadiusOffset
5d5b7efd,Demo_09_Lying
5d6e4ce9,mSplash_D_WallDropPaintTarget1Speed
5d711206,EnemyLastKingLiveParams
5d82b0f,mEnemyActiveMax2ndHalf
5d929cf3,arm2_L
5d95168f,mSplashDamageReductionEndRate
5d9be94a,Wait_Plaza_LookImportant
5da74ac2,mRareAppearCycle
5da75726,mCautionRoundEnabled
5dad13db,mConstraintPedalAnim
5db3c652,mSectionParams[2]
5db4c00d,mSplash_A_InitSpeedNoRandomNum
5dbab8f7,mFirstGroupAfterBulletBoundPaintRadiusOffset
5dbe902d,mRotateSpinePoseLPitch
5dc57922,WaitHold_BBll_Sp
5dc66952,Hair3_R
5dc6b33f,mNearDeathLife
5dcbc512,mDiffusion0VerticalOffset
5dcc87b9,mPillarPushLength
5dd05b05,mCycleTime
5dd75f27,Erase
5dd7782e,mNewsStartRegion
5dd9beee,BreadEyeClose
5de5380e,mRotSlowDeg
5df4a832,Hair1
5df81ca9,mThirdGroupSplashMaxNum
5dfc5cd1,mWallHitIgnoreTime
5e09fa7f,mConnectTime
5e159b8b,mDegJumpBias
5e1d5dee,mThirdGroupGroundNrmBoundRate
5e1de9e8,mInkRecoverStop
5e2d20cf,Jump_BombLauncher00
5e336584,mDropIkuraPosOffsetY
5e387056,mIsResetLifeAtGnd
5e42d61,Hair_all_0101
5e58f829,mUpDownCycle
5e5eb7bb,mSplashPaintRadiusReductionEndFrame
5e6b7c32,mActionGuideOffsetY
5e759a05,mNoPlayerCollisionFrame
5e7de08a,mBurst_SplashNum_FullCharge
5e86eecf,mSplash_B_WallDropPaintTarget2AlphaMid
5e974fc4,mAnimShapeForOther
5e99582a,mBurst_Radius_Middle_H
5ea0c454,mPaintMoveSphereCheckOffsetY
5eb0f71,mPaintGauge_ShotDirXZ_RotDegBias
5eb3f9f1,mColSize
5eb6612d,Jump_Nrml00
5eba8a0,nape1_R_0005
5ecd0d00,back2_0201
5ed4117c,mStrategySetTable_Lv2[0]
5edb2544,mBackAttackSlowFrame
5ee01e45,mRejectMagHumanJump
5ee12e4b,mGuideCenterBulletNumInGroup
5eefbc28,MainInk_Save
5ef2be7c,mPlayerTransform
5f0357fa,mBurst_Damage_HalfSphereThresholdY_SJ
5f1fb744,mSurprisedMessageBuffer
5f2e86e5,ThrowBomb_Rllr
5f2f6360,mSize.s32
5f30821b,Sqd_amiibo_Wait
5f30b29,OffMapPhone
5f391ee,mSplash_D_WallDropPaintShockRadius
5f39ede2,mCanMoveAngleDiffDeg
5f3c2cec,SceneBgmMissionLastBossParams
5f4609a8,mShockWaveCutOffY
5f4b46d1,mProudMessageBuffer[12]
5f4f782a,ErodeNoiseForFreq0
5f51e824,mOnline
5f624eac,mUpDownExpandFrame
5f668e79,WaitGrindRightTurn_Umbrella
5f66b06e,mModelUpRotateAxisCrossVelDegree
5f7beeb8,mNextStageWaitFrame
5f853e92,mUseBloomFade
5f87a1e7,Wait_Making02
5f93f0c9,ThrowMiss_BothHands
5fac4b04,TouchIC_Umbrella
5fac772a,mSplashPaintWidthFullActive
5fb21f47,Shoot_BigShot
5fc3d002,mMove_VelGnd_Kf_SettingOcta_
5fceeacd,mReflectionRateGnd
5fcf2ea,mRandomRewardStartScale
5fcfeea6,mSplashDamageInsideMinDist
5fd26ebf,nape1_0201
5fd422aa,arm1_L
5fdf423c,Hair3_L_0003
5ff201fc,mDegJumpRandom
6001ad93,DokanWarp_TameFrm
6006eb3f,mDynamicsSphereParams[13]
6014544c,front01
